"FID","survey_id","country","area","ecoregion","realm","location","site_code","site_name","latitude","longitude","survey_date","depth","program","visibility","hour","survey_latitude","survey_longitude","method","block","phylum","class","order","family","species_name","reporting_name","size_class","total","biomass","geom","year","month"
"ep_m1_public_data.fid-3b25e662_1963ba17013_-367d",923401539,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS56","Kenn Reef rubble",-21.25,155.76,"2022-12-09",13.5,"RLS",30,"15:45:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.75999450683594 -21.25)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-367c",923401540,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS52","Kenn Reef anchorage bommie",-21.26,155.75,"2022-12-10",14,"RLS",32,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.75 -21.260000228881836)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-367b",923401542,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS59","Kenn Twin Bommies",-21.2,155.77,"2022-12-09",6,"RLS",30,"10:40:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.77000427246094 -21.200000762939453)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-367a",923401542,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS59","Kenn Twin Bommies",-21.2,155.77,"2022-12-09",6,"RLS",30,"10:40:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (155.77000427246094 -21.200000762939453)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3679",923401487,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS22","Cato Lagoon South",-23.25,155.55,"2022-12-12",2.5,"RLS",30,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (155.5500030517578 -23.25)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3678",923401542,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS59","Kenn Twin Bommies",-21.2,155.77,"2022-12-09",6,"RLS",30,"10:40:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",35,1,NA,"POINT (155.77000427246094 -21.200000762939453)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3677",923401542,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS59","Kenn Twin Bommies",-21.2,155.77,"2022-12-09",6,"RLS",30,"10:40:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",30,1,NA,"POINT (155.77000427246094 -21.200000762939453)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3676",923401488,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS32","Bird Reef Hole",-22.17,155.48,"2022-12-11",1.5,"RLS",38,"13:15:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (155.47999572753906 -22.170000076293945)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3675",923401573,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2022-12-09",7,"RLS",31,"15:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",137.5,1,NA,"POINT (155.75999450683594 -21.25)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3674",923401560,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2022-12-09",8,"RLS",32,"15:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.75999450683594 -21.25)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3673",923401560,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS57","Kenn Cave",-21.25,155.76,"2022-12-09",8,"RLS",32,"15:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (155.75999450683594 -21.25)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3672",923401574,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS39","Porpoise Lagoon",-22.19,155.36,"2022-12-14",3,"RLS",32,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3670",923401609,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS38","Porpoise Anchorage",-22.19,155.36,"2022-12-14",5,"RLS",40,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.36000061035156 -22.190000534057617)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366f",923401621,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS25","Cato Passage",-23.24,155.55,"2022-12-13",7,"RLS",25,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (155.5500030517578 -23.239999771118164)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366e",923401621,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS25","Cato Passage",-23.24,155.55,"2022-12-13",7,"RLS",25,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (155.5500030517578 -23.239999771118164)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366d",923401611,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS31","Bird Lagoon",-22.18,155.47,"2022-12-11",3.5,"RLS",29,"11:15:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,2,NA,"POINT (155.47000122070312 -22.18000030517578)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366c",923401611,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS31","Bird Lagoon",-22.18,155.47,"2022-12-11",3.5,"RLS",29,"11:15:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (155.47000122070312 -22.18000030517578)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366b",923401623,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS52","Kenn Reef anchorage bommie",-21.26,155.75,"2022-12-10",12,"RLS",32,"11:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (155.75 -21.260000228881836)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-366a",923401625,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2022-12-16",6,"RLS",32,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (153.58999633789062 -21.920000076293945)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3669",923401625,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2022-12-16",6,"RLS",32,"11:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (153.58999633789062 -21.920000076293945)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3668",923401628,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS45","North Wreck Reef",-22.18,155.18,"2022-12-15",10,"RLS",40,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (155.17999267578125 -22.18000030517578)",2022,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-365e",923403227,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","QLD inshore - South","GBR108","Middle Percy NW",-21.64,150.25,"2023-07-03",6,"RLS",6,"16:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (150.25 -21.639999389648438)",2023,7
"ep_m1_public_data.fid-3b25e662_1963ba17013_-365c",923403364,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS185","Ashmore reef lagoon South",-10.45,144.45,"2023-08-16",5,"RLS",30,"9:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (144.4499969482422 -10.449999809265137)",2023,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-365b",923403364,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS185","Ashmore reef lagoon South",-10.45,144.45,"2023-08-16",5,"RLS",30,"9:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (144.4499969482422 -10.449999809265137)",2023,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-365a",923403369,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","Coral Sea - Far North","CS198","Ashmore NE Lagoon",-10.23,144.59,"2023-08-14",5,"RLS",20,"13:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (144.58999633789062 -10.229999542236328)",2023,8
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3659",923403419,"Australia","Queensland","Torres Strait Northern Great Barrier Reef","Central Indo-Pacific","GBR - North","GBR59","Shark Reef",-12.87,143.82,"2023-07-26",16,"RLS",18,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",137.5,1,NA,"POINT (143.82000732421875 -12.869999885559082)",2023,7
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3653",923403746,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS177","Seringapatam channel north",-13.63,122.02,"2023-09-18",6,"RLS",28,"11:30:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (122.0199966430664 -13.630000114440918)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364f",923403728,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Pilbara","NWS108","Old 9 Buoy Reef",-20.21,118.53,"2023-10-05",11,"RLS",4,"8:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus tenuis","Aipysurus tenuis",112.5,1,NA,"POINT (118.52999877929688 -20.209999084472656)",2023,10
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364e",923403768,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS35","Ian's Anchorage",-14.07,121.95,"2023-09-20",7,"RLS",18,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",150,1,NA,"POINT (121.94999694824219 -14.069999694824219)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364d",923403770,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS38","Chaetodontoides",-14.07,121.78,"2023-09-21",5.5,"RLS",20,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (121.77999877929688 -14.069999694824219)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364c",923403771,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Pilbara","NWS108","Old 9 Buoy Reef",-20.21,118.53,"2023-10-05",12,"RLS",4,"9:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus tenuis","Aipysurus tenuis",112.5,1,NA,"POINT (118.52999877929688 -20.209999084472656)",2023,10
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364b",923403730,"Australia","Northern Territory","Exmouth to Broome","Central Indo-Pacific","Oceanic Shoals","OS14","NW Jabiru Shoal",-11.72,125.02,"2023-09-13",18.5,"RLS",30,"14:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",125,1,NA,"POINT (125.0199966430664 -11.720000267028809)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-364a",923403788,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Pilbara","NWS110","Hedland 2",-20.12,118.47,"2023-10-05",14,"RLS",4,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus tenuis","Aipysurus tenuis",112.5,2,NA,"POINT (118.47000122070312 -20.1200008392334)",2023,10
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3647",923403826,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS172","Scott Outside anchorage",-14.07,121.97,"2023-09-20",5,"RLS",25,"11:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (121.97000122070312 -14.069999694824219)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3644",923403871,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS28","Consolation Bommie",-14.13,121.94,"2023-09-21",7,"RLS",10,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",112.5,1,NA,"POINT (121.94000244140625 -14.130000114440918)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3643",923403862,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS189","Cartier Garden",-12.53,123.57,"2023-09-14",8,"RLS",20,"9:30:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (123.56999969482422 -12.529999732971191)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3642",923403856,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS207","Seringapatam Lagoon Bommie",-20.27,115.39,"2023-09-18",6.8,"RLS",5,"12:15:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (115.38999938964844 -20.270000457763672)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-363f",923403888,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS176","Shackle Reef",-13.62,122.01,"2023-09-18",9,"RLS",25,"14:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",50,1,NA,"POINT (122.01000213623047 -13.619999885559082)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-363e",923403899,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Scott & Seringapatam Reefs","NWS28","Consolation Bommie",-14.13,121.94,"2023-09-21",4.5,"RLS",10,"8:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",75,1,NA,"POINT (121.94000244140625 -14.130000114440918)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3639",923403905,"Australia","Western Australia","Exmouth to Broome","Central Indo-Pacific","Ashmore/Cartier","NWS189","Cartier Garden",-12.53,123.57,"2023-09-14",5,"RLS",21,"9:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (123.56999969482422 -12.529999732971191)",2023,9
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3635",923404348,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS233","Marion Central bommie",-19.18,152.27,"2024-12-13",6,"RLS",30,"13:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (152.27000427246094 -19.18000030517578)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3634",923404348,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS233","Marion Central bommie",-19.18,152.27,"2024-12-13",6,"RLS",30,"13:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (152.27000427246094 -19.18000030517578)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3633",923404358,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS233","Marion Central bommie",-19.18,152.27,"2024-12-13",16,"RLS",30,"13:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (152.27000427246094 -19.18000030517578)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3632",923404358,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS233","Marion Central bommie",-19.18,152.27,"2024-12-13",16,"RLS",30,"13:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (152.27000427246094 -19.18000030517578)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3630",923404369,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS49","Saumarez olive seasnake",-21.9,153.54,"2024-12-07",9,"RLS",41,"9:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (153.5399932861328 -21.899999618530273)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362f",923404380,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS5","Paget Cay South East",-19.25,152.35,"2024-12-12",4.5,"RLS",30,"10:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",100,1,NA,"POINT (152.35000610351562 -19.25)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362e",923404383,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS50","Saumarez SW",-21.92,153.58,"2024-12-08",7,"RLS",50,"6:45:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (153.5800018310547 -21.920000076293945)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362d",923404386,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS74","Frederick Lighthouse",-20.94,154.4,"2024-12-10",7,"RLS",50,"6:15:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (154.39999389648438 -20.940000534057617)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362c",923404381,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2024-12-08",6.5,"RLS",35,"6:30:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (153.58999633789062 -21.920000076293945)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362b",923404390,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS7","Weather Station Inner Reef",-19.13,152.39,"2024-12-13",4.5,"RLS",50,"7:45:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (152.38999938964844 -19.1299991607666)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-362a",923404393,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS51","Saumarez stripe seasnake",-21.92,153.59,"2024-12-08",5,"RLS",35,"6:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (153.58999633789062 -21.920000076293945)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3629",923404401,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS7","Weather Station Inner Reef",-19.13,152.39,"2024-12-13",5,"RLS",30,"7:45:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (152.38999938964844 -19.1299991607666)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3628",923404409,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2024-12-09",7,"RLS",50,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",62.5,1,NA,"POINT (154.38999938964844 -21)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3627",923404409,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2024-12-09",7,"RLS",50,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",75,1,NA,"POINT (154.38999938964844 -21)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3626",923404409,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS63","Frederick Passage",-21,154.39,"2024-12-09",7,"RLS",50,"12:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (154.38999938964844 -21)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3625",923404398,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS3","Brodie Cay SE",-19.28,152.22,"2024-12-11",7,"RLS",35,"13:30:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (152.22000122070312 -19.280000686645508)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3624",923404424,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS48","Saumarez SW reef cay",-21.9,153.54,"2024-12-07",11,"RLS",35,"8:00:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (153.5399932861328 -21.899999618530273)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3623",923404421,"Australia","Queensland","Central and Southern Great Barrier Reef","Central Indo-Pacific","Coral Sea - South","CS49","Saumarez olive seasnake",-21.9,153.54,"2024-12-07",5,"RLS",39,"9:30:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (153.5399932861328 -21.899999618530273)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-3621",923404433,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS65","Fredrick central reef",-21.01,154.39,"2024-12-09",5,"RLS",30,"9:45:00",NA,NA,1,1,"Chordata","Reptilia","Squamata","Elapidae","Acalyptophis peronii","Acalyptophis peronii",75,1,NA,"POINT (154.38999938964844 -21.010000228881836)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-361e",923404438,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS8","Carola Cay",-19.1,152.39,"2024-12-13",5,"RLS",30,"9:15:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",87.5,1,NA,"POINT (152.38999938964844 -19.100000381469727)",2024,12
"ep_m1_public_data.fid-3b25e662_1963ba17013_-361d",923404442,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS4","Paget Cay Bommie",-19.23,152.33,"2024-12-12",12,"RLS",30,"12:00:00",NA,NA,1,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (152.3300018310547 -19.229999542236328)",2024,12
"ep_m2_cryptic_fish_public_data.fid--5e32c652_1963b673aa0_5637",912345823,"Australia","Queensland","Arnhem Coast to Gulf of Carpenteria","Central Indo-Pacific","Carpentaria","GC12","Carpentaria Reef SW",-15.52,140.12,"2015-11-16",21,"RLS",7,"8:00:00",NA,NA,2,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,2,NA,"POINT (140.1199951171875 -15.520000457763672)",2015,11
"ep_m2_cryptic_fish_public_data.fid--5e32c652_1963b673aa0_5638",912346328,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - Central","CS8","Carola Cay",-19.1,152.39,"2016-06-09",4.5,"RLS",30,"9:00:00",NA,NA,2,2,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (152.38999938964844 -19.100000381469727)",2016,6
"ep_m2_cryptic_fish_public_data.fid--5e32c652_1963b673aa0_5639",912347087,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS56","Kenn Reef rubble",-21.25,155.76,"2017-03-01",13,"RLS",35,"8:00:00",-21.25,155.76,2,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus duboisii","Aipysurus duboisii",100,1,NA,"POINT (155.76 -21.25)",2017,3
"ep_m2_cryptic_fish_public_data.fid--5e32c652_1963b673aa0_563a",912347087,"Australia","Queensland","Coral Sea","Central Indo-Pacific","Coral Sea - South","CS56","Kenn Reef rubble",-21.25,155.76,"2017-03-01",13,"RLS",35,"8:00:00",-21.25,155.76,2,1,"Chordata","Reptilia","Squamata","Elapidae","Aipysurus laevis","Aipysurus laevis",100,1,NA,"POINT (155.76 -21.25)",2017,3
